ID,mon,stay,freq,plan,purp1,purp2,ad,ad1,ad2,ad3,ad4,ad5,ad6,ad7,ad8,ad9,ad10,ad_impact1,ad_impact2,ad_impact3,info1,info2,info3,info4,info5,info6,info7,info8,info9,att01,att02,att03,att04,att05,att06,att07,att08,att09,att10,att11,att12,att13,att14,att15,att16,type,gs,gus1,gus2,gus3,gus4,gus5,gus6,gus7,gus8,btimes,bprice,local1,local2,local3,local4,local5,slp1,hsat,slp2,bsat,slp3,slp4,slp5,slp6,slp7,prepay,pmoney,pdollar,airf,pit1,pm1,pit2,pm2,pit3,pm3,pit4,pm4,pit5,pm5,pit6,pm6,money,dollar,money1,p1,money1_1,p1_1,money2,p2,money3,p3,money4,p4,money5,p5,money6,p6,m601,m602,m603,m604,m605,m606,m607,m608,m609,m610,utax,taxc,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,sp1,sp2,sp3,sp4,sp5,sp6,sp7,sp8,sp9,sp10,sp11,sp12,sp13,sp14,sp15,sp16,sp17,sp18,sp19,sp20,sp21,sp22,sp23,sp24,sp25,sp26,sp27,sp28,sp29,sp30,sp31,sp32,sp33,sp34,sp35,spfav,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,ts,tus1,tus2,tus3,tus4,tus5,tus6,tus7,tus8,tus9,tus10,tus11,tus12,again,agwhy,recom,s11,s12,s13,s14,s21,s22,s23,s31,s32,s33,s34,sall,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,i15,i16,i17,i18,lc,nation,nation_o,resid,resid_o,age,educ,income,occup,gender
1489,3,3,2,20,2,0,9,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,4,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,22500,新台幣,15000,1,"15,000",1,3000,1,1500,1,,,,,3000,1,0,0,0,0,3000,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,125,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,1,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,5,0,5,5,0,5,0,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,5,2,3,1,1
1490,3,8,1,90,1,0,1,1,1,0,1,0,1,0,0,0,0,2,4,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,9,9,9,9,9,9,9,9,9,99,9,0,0,0,0,1,1,4,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,72000,新台幣,25000,2,"25,000",2,15000,2,8000,2,7000,2,12000,2,5000,2,0,0,1500,0,2000,0,0,0,1500,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,3,5,9,10,65,67,77,126,330,331,338,343,346,350,352,356,400,803,807,874,878,63,,,,,,,,,,,,,400,0,1,1,1,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,4,3,3,4,4,4,4,4,4,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,3,60,60,60,60,5,2,5,2,1
1491,3,3,2,60,1,0,1,0,1,0,1,1,0,0,0,0,0,2,5,4,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,4,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,21000,新台幣,9000,2,"9,000",2,3500,1,2500,1,2000,1,,,4000,1,0,0,1000,0,3000,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3,4,5,11,13,43,66,803,816,,,,,,,,,,,,,,,,,,,,,,,,,,66,0,0,1,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,5,3,4,4,4,4,4,4,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,5,2,3,4,2
1492,3,6,2,90,4,1,1,1,1,0,1,0,0,0,0,0,0,2,1,4,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,0,9,0,9,1,1,0,0,0,0,,,,,,,,,,,,,,,,19000,新台幣,,,,,3000,1,2000,1,3000,1,5000,1,6000,1,2000,0,500,0,3500,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5,11,65,66,126,129,132,801,830,831,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,1,1,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,4,4,3,4,4,4,4,4,4,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,54,54,54,54,3,1,2,5,2
1493,3,4,1,60,1,0,1,1,1,0,1,0,0,0,0,0,0,2,4,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,4,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,22000,新台幣,10000,2,"10,000",2,4000,1,3000,1,4000,1,,,1000,1,0,0,0,0,1000,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5,8,13,65,77,114,330,801,874,,,,,,,,,,,,,,,,,,,,,,,,,,,77,0,1,1,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,4,4,3,4,4,4,4,3,4,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,72,79,72,79,3,2,4,2,1
1494,3,3,2,30,2,0,9,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,5,0,9,0,0,0,0,0,1,315,美元,0,1,315,0,0,0,0,0,0,0,0,0,0,4500,新台幣,,,,,1000,1,1500,1,,,,,2000,1,0,0,0,0,2000,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,0,0,1,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,5,0,5,4,5,5,0,5,4,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,4,2,3,1,1
1495,3,3,1,3,1,0,1,1,1,0,0,0,0,0,0,0,0,2,1,99,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,5,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,1280000,韓元,500000,2,"500,000",2,300000,2,100000,2,100000,2,,,280000,2,0,0,99988,0,180012,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,101,801,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,4,3,3,4,4,4,4,4,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,3,3,2,2,8,11,1
1496,3,2,1,90,1,0,1,1,1,0,1,1,0,0,0,0,0,2,5,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,4,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,300000,日圓,105000,3,"105,000",3,75000,3,45000,3,30000,3,,,45000,3,0,0,11300,0,33701,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,11,52,65,66,77,801,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0,1,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,1,2,2,4,5,2
1497,3,5,1,50,1,0,1,0,1,0,1,0,0,0,0,0,0,2,4,99,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,3,3,9,9,9,9,9,1,4,0,9,0,0,0,0,0,1,30000,新台幣,1,1,21000,0,0,0,0,0,0,0,0,0,0,7500,新台幣,,,,,2700,1,750,1,,,,,4050,1,0,0,0,810,0,3240,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,3,8,42,185,188,229,235,240,245,253,270,271,801,866,,,,,,,,,,,,,,,,,,,,,235,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,4,3,4,4,4,4,4,4,4,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,51,51,51,51,6,1,2,10,2
1498,3,5,1,70,1,0,1,1,1,0,1,1,0,0,0,0,0,2,5,4,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,3,4,9,9,9,9,9,1,4,0,9,0,0,0,0,0,1,23000,新台幣,1,1,10790,1,5310,0,0,0,0,0,0,0,0,5000,新台幣,,,,,,,1250,1,750,1,,,3000,1,0,0,900,0,2100,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,3,8,65,67,77,166,178,185,188,231,235,240,243,264,270,290,801,865,,,,,,,,,,,,,,,,,235,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,5,4,4,4,3,4,4,5,5,4,4,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,52,52,52,52,2,1,2,7,2
1499,3,2,1,21,1,0,0,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,5,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,26000,新台幣,10000,2,"10,000",2,4000,1,3500,1,3000,1,,,5500,1,1500,0,2000,0,2000,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,13,14,65,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,53,53,53,53,3,2,3,4,2
1500,3,5,2,60,1,0,0,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,3,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,101000,新台幣,25000,5,"25,000",5,18000,5,35000,5,12000,5,7000,5,4000,1,0,0,0,0,4000,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,3,5,8,10,65,66,67,77,89,126,240,244,247,253,254,260,801,803,860,861,,,,,,,,,,,,,,,,5,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,5,4,4,4,5,5,5,5,4,5,5,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,4,4,3,2,3,3,1
1501,3,5,1,90,1,0,1,0,0,0,1,1,0,0,0,0,0,5,4,99,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,2,3,9,9,9,9,9,1,4,0,9,0,0,0,0,0,1,26000,新台幣,1,1,18200,0,0,0,0,0,0,0,0,0,0,6000,新台幣,,,,,2160,1,600,1,,,,,3240,1,0,0,650,0,1940,0,0,0,650,0,0,,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,3,24,66,68,77,166,181,185,188,229,235,240,247,270,271,294,801,843,865,,,,,,,,,,,,,,,,185,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,4,3,4,4,4,4,4,3,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,6,1,8,10,2
1502,3,4,2,30,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2,99,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,4,0,9,0,0,0,0,0,1,14000,新台幣,0,1,14000,0,0,0,0,0,0,0,0,0,0,22500,新台幣,,,,,15000,2,4000,2,2000,2,,,1500,2,0,0,0,0,1500,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,3,4,5,8,52,65,77,165,166,179,801,803,,,,,,,,,,,,,,,,,,,,,,77,0,1,1,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,5,4,4,4,5,5,5,5,5,3,5,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,2,2,3,4,1
1503,3,3,1,30,1,0,1,0,1,0,1,1,0,0,0,0,1,4,5,10,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2,3,9,9,9,9,9,1,4,0,9,0,0,0,0,0,1,200000,日圓,1,1,140000,0,0,0,0,0,0,0,0,0,0,17000,新台幣,,,,,4500,2,5500,2,,,2500,2,4500,2,0,0,0,0,1800,0,0,0,2700,0,0,,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,3,4,5,65,77,270,272,273,295,801,865,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,5,5,5,5,5,5,5,5,5,4,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,6,1,2,5,2
1504,3,3,2,30,4,1,1,1,1,0,0,0,0,0,0,0,0,1,2,99,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,4,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,24500,新台幣,9000,2,"9,000",2,7000,2,4000,2,,,,,4500,2,0,0,0,0,2500,0,0,0,2000,0,0,,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,4,13,52,66,350,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,0,1,1,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,2,2,5,2,3,3,2
1505,3,2,4,90,6,0,9,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,4,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,17300,新台幣,5000,1,"5,000",1,2000,1,1000,1,,,8500,1,800,1,0,0,0,0,800,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,10,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,4,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,4,4,7,2,2,12,1
1506,3,3,1,30,1,0,1,0,0,0,1,0,0,0,0,0,1,4,10,99,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2,3,9,9,9,9,9,1,4,0,9,0,0,0,0,0,1,190000,日圓,1,1,70500,1,35900,1,26600,0,0,0,0,0,0,11500,新台幣,,,,,,,,,,,6000,2,5500,2,0,0,0,0,2500,0,1000,0,2000,0,0,,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,3,4,5,65,77,165,166,185,803,,,,,,,,,,,,,,,,,,,,,,,,,185,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,6,1,8,10,2
1507,3,2,2,30,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2,99,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,5,0,9,0,0,0,0,0,1,14500,新台幣,0,1,14500,0,0,0,0,0,0,0,0,0,0,27500,新台幣,,,,,20000,5,4000,5,,,,,3500,5,0,0,1500,0,2000,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3,4,5,8,13,14,52,803,808,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,5,5,5,4,5,5,5,5,5,5,5,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,4,2,5,1,1
1508,3,13,3,30,4,1,0,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,4,0,9,1,0,0,0,0,0,,,,,,,,,,,,,,,,47000,新台幣,8000,2,"8,000",2,25000,1,6000,1,2000,1,,,6000,1,0,0,0,0,1000,0,0,0,5000,0,0,,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,4,9,10,13,14,17,24,52,66,69,78,106,185,186,63,803,808,,,,,,,,,,,,,,,,,,185,1,1,1,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,90,921,90,921,7,2,2,12,2
1509,3,3,1,30,4,1,1,1,1,0,0,0,0,0,0,0,0,1,2,99,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,4,0,9,0,0,0,0,0,1,10500,新台幣,0,1,10500,0,0,0,0,0,0,0,0,0,0,13800,新台幣,,,,,7000,2,2000,2,1500,2,,,3300,2,0,0,500,0,2800,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,3,4,5,13,51,52,54,,65,77,801,803,,,,,,,,,,,,,,,,,,,,,,77,0,1,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,2,2,4,2,3,3,2
1510,3,6,1,30,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2,99,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,4,9,9,9,9,9,9,9,9,9,99,9,0,0,0,1,0,1,4,0,9,0,0,0,0,0,1,7000,新台幣,0,1,7000,0,0,0,0,0,0,0,0,0,0,60000,新台幣,9000,2,"16,000",2,15000,2,8000,2,18000,2,5000,2,5000,2,0,0,0,0,2000,0,0,0,3000,0,0,,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,2,3,4,5,10,13,51,52,65,69,77,235,434,801,,,,,,,,,,,,,,,,,,,,,235,0,1,1,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,2,4,4,5,2,3,3,2
1511,3,8,1,30,1,0,1,1,1,0,0,1,0,0,0,0,0,1,2,5,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,4,0,9,0,0,0,0,0,1,30000,新台幣,0,1,30000,0,0,0,0,0,0,0,0,0,0,147500,新台幣,18000,5,"48,000",5,60000,5,45000,5,5000,5,,,19500,5,10000,0,1500,0,3001,0,0,0,5000,0,0,,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,3,4,52,65,77,157,185,186,240,241,315,327,330,338,345,350,352,385,387,803,434,,,,,,,,,,,,,350,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,5,5,5,5,3,5,5,5,5,4,5,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,51,51,51,51,3,2,1,5,2
1512,3,3,1,30,1,0,1,1,0,0,1,0,0,0,0,0,1,1,10,4,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,2,3,9,9,9,9,9,1,4,0,9,0,0,0,0,0,1,200000,日圓,1,1,74200,1,37800,1,28000,0,0,0,0,0,0,10000,新台幣,,,,,,,,,,,5000,2,5000,2,0,0,0,0,2000,0,0,0,3000,0,0,,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,3,4,5,8,65,77,270,272,275,801,,,,,,,,,,,,,,,,,,,,,,,,65,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,5,5,5,5,5,5,5,5,5,4,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,2,3,5,2
1513,3,2,3,10,2,0,9,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,9,9,9,9,9,9,99,9,1,0,0,0,0,1,4,0,9,0,0,0,0,0,1,70000,日圓,1,1,49000,0,0,0,0,0,0,0,0,0,0,6600,新台幣,,,,,2000,1,4000,1,,,,,600,1,0,0,0,0,600,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,135,139,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,5,5,4,4,4,5,5,5,5,5,5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,3,3,4,2,1
1514,3,4,1,30,1,0,1,1,1,0,0,1,0,0,0,0,0,1,2,5,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,4,0,9,0,0,0,0,0,1,4000,新台幣,0,1,4000,0,0,0,0,0,0,0,0,0,0,27500,新台幣,3500,2,"7,500",2,7000,2,4000,2,2000,2,,,11000,2,8000,0,1500,0,1499,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,3,4,5,8,13,14,65,66,67,77,112,115,801,825,,,,,,,,,,,,,,,,,,,,65,0,1,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,52,52,52,52,2,2,2,3,1
1515,3,2,2,45,7,1,0,9,9,9,9,9,9,9,9,9,9,88,88,88,9,9,9,9,9,9,9,9,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,4,0,9,0,0,0,0,0,1,7000,新台幣,0,1,7000,0,0,0,0,0,0,0,0,0,0,8000,新台幣,,,,,5000,2,1500,2,,,,,1500,2,0,0,0,0,1500,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,17,65,67,77,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,0,1,0,0,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,5,4,5,5,5,5,5,5,5,5,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,60,60,60,60,2,3,6,2,2
1516,3,3,1,30,1,0,1,1,1,0,0,0,0,0,0,1,0,1,9,2,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,5,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,1,4,0,9,0,0,0,0,0,1,9000,新台幣,0,1,9000,0,0,0,0,0,0,0,0,0,0,18500,新台幣,,,,,8000,2,3000,2,2000,2,2000,2,3500,2,0,0,0,0,2500,1000,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,3,10,52,56,65,66,67,77,801,,,,,,,,,,,,,,,,,,,,,,,,,10,1,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,2,5,3,2
