name,title
s33,(3.3)住宿設施安全(ordinal)
s34,(3.4)餐飲衛生良好(ordinal)
sall,此次來臺整體滿意度(ordinal)
i1,(1)美味菜餚(nominal)
i2,(2)自然風光(nominal)
i3,(3)泡溫泉(nominal)
i4,(4)歷史古蹟(nominal)
i5,(5)逛夜市(nominal)
i6,(6)單車賞景(nominal)
i7,(7)地方特產(nominal)
i8,(8)寺廟參訪(nominal)
i9,(9)都會不夜城(nominal)
i10,(10)原住民文化(nominal)
i11,(11)醫療保健(nominal)
i12,(12)人情味濃厚(nominal)
i13,(13)書店(nominal)
i14,(14)便利商店(nominal)
i15,(15)節慶活動(nominal)
i16,(16)景點（含遊樂園等）(nominal)
i17,(17)旅館(或民宿)住宿體驗(nominal)
i18,(18)其他(nominal)
lc,未來進行低碳旅行意願
nation,國籍(nominal)
nation_o,國籍_原始(nominal)
resid,居住地(國家/地區)(nominal)
resid_o,居住地(國家/地區)_原始(nominal)
age,年齡(nominal)
educ,最高學歷(nominal)
income,年收入(美元)(nominal)
occup,工作別(nominal)
gender,性別(nominal)
